genus,sp,subsp,state,federal status,state status,notes/additional state status,source
Balaenoptera,physalus,,Texas,Endangered,,,
Megaptera,novaeangliae,,Texas,Endangered,,,
Canis,rufus,,Texas,Endangered,,except where EXPN,
Echinocereus,reichenbachii,albertii,Texas,Endangered,,,
Echinocereus,chisoensis,chisoensis,Texas,Threatened,,,
Coryphantha,minima,,Texas,Endangered,,,
Coryphantha,sneedii,sneedii,Texas,Endangered,,,
Ancistrocactus,tobuschii,,Texas,Endangered,,,
Phlox,nivalis,texensis,Texas,Endangered,,,
Echinocereus,viridiflorus,davisii,Texas,Endangered,,,
Styrax,texanus,,Texas,Endangered,,,
Zizani,atexana,,Texas,Endangered,,,
Anaxyrus,houstonensis,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Hypopachus,variolosus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Leptodactylus,fragilis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Rhinophrynus,dorsalis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Smilisca,baudinii,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Eurycea,latitans,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Eurycea,nana,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Eurycea,rathbuni,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Eurycea,robusta,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Eurycea,sosorum,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Eurycea,tridentifera,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Notophthalmus,meridionalis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Siren,Sp 1,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Coleonyx,reticulatus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Crotaphytus,reticulatus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Phrynosoma,cornutum,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Phrynosoma,hernandesi,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cemophora,coccinea,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Coniophanes,imperialis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Crotalus,horridus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Drymarchon,melanurus,erebennus,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Drymobius,margaritiferus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Leptodeira,septentrionalis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Liochlorophis,vernalis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Nerodia,harteri,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Pituophis,ruthveni,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Tantilla,cucullata,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Trimorphodon,vilkinsonii,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Caretta,caretta,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Chelonia,mydas,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Dermochelys,coriacea,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Eretmochelys,imbricata,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Graptemys,caglei,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Gopherus,berlandieri,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Kinosternon,hirtipes,murrayi,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Lepidochelys,kempii,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Macrochelys,temminckii,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Falco,femoralis,septentrionalis,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Falco,peregrinus,anatum,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Glaucidium,brasilianum,cactorum,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Strix,occidentalis,lucida,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Sterna,antillarum,athalassos,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Sterna,fuscata,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Aimophila,aestivalis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Aimophila,botterii,arizonae,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Aimophila,botterii,texana,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Dendroica,chrysoparia,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Empidonax,traillii,extimus,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Parula,pitiayumi,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Tympanuchus,cupido,attwateri,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Satan,eurystomus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Trogloglanis,pattersoni,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Awaous,banana,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Ctenogobius,claytonii,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Microphis,brachyurus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Pristis,pectinata,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinodon,bovinus,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinodon,elegans,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinodon,eximius,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinodon,pecosensis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Polyodon,spathula,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Scaphirhynchus,platorynchus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Gambusia,clarkhubbsi,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Gambusia,gaigei,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Gambusia,heterochir,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Gambusia,nobilis,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Campostoma,ornatum,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinella,proserpina,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Dionda,diaboli,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Gila,pandora,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Hybognathus,amarus,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Notropis,girardi,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Notropis,chihuahua,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Notropis,simus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Pteronotropis,hubbsi,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cycleptus,elongatus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Erimyzon,oblongus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Etheostoma,fonticola,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Etheostoma,grahami,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Percina,maculata,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Stygobromus,pecki,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Batrisodes,texanus,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Batrisodes,venyivi,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Heterelmis,comalensis,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Nicrophorus,americanus,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Stygoparnus,comalensis,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Texamaurops,reddelli,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Assiminea,pecos,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Fusconaia,"askewi,",,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Fusconaia,lananensis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Lampsilis,bracteata,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Lampsilis,satura,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Obovaria,jacksoniana,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Pleurobema,riddellii,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Popenaias,popeii,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Potamilus,amphichaenus,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Potamilus,metnecktayi,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Quadrula,aurea,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Quadrula,houstonensis,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Quadrula,mitchelli,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Quadrula,petrina,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Truncilla,macrodon,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cicurina,baronia,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cicurina,madla,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cicurina,venii,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cicurina,vespera,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Neoleptoneta,microps,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Neoleptoneta,myopica,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Tartarocreagris,texana,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Texella,cokendolpheri,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Texella,reddelli,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Texella,reyesi,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Leptonycteris,nivalis,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Canis,rufus,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Herpailurus,yaguarondi,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Leopardus,pardalis,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Leopardus,wiedii,,Texas,,Threatened,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Panthera,onca,,Texas,,Endangered,,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
